budget,original_language,popularity,revenue,vote_average
666,65000000,en,31.324734,71154592,5.0
667,50000000,en,20.415572,42093706,6.7
668,43000000,en,28.613892,56681566,4.8
669,65000000,en,85.428395,39407616,6.3
670,64000000,en,4.137237,74608570,5.3
671,55000000,en,60.246978,203427584,6.7
672,50000000,en,42.551902,132180323,7.1
673,63000000,en,40.137264,296655431,5.9
674,65000000,en,24.857079,44091067,6.1
675,63000000,en,40.413191,920100000,7.6
676,63000000,en,13.859307,25052000,6.5
677,62000000,en,18.832471,215887717,6.4
678,65000000,zh,9.568884,121545703,5.9
679,64000000,en,12.421504,101595121,5.3
680,62000000,en,18.096884,127666415,6.1
681,62000000,en,11.056763,107879496,6.5
682,62000000,en,13.218008,41819064,4.3
683,62000000,en,11.262655,18720175,5.8
684,44000000,en,68.717016,155760117,7.6
685,53000000,en,19.412028,0,5.9
686,63000000,en,16.791058,183953723,5.5
687,65000000,en,65.197968,422610419,7.0
688,80000000,en,32.829538,516642939,6.1
689,60000000,en,30.951203,244082376,6.9
690,60000000,en,103.698022,284600000,8.2
691,0,en,31.719463,253625427,5.6
692,150000000,en,47.973995,314432665,5.6
693,61000000,en,143.041543,369330363,7.9
694,60000000,en,86.476817,214034224,7.3
695,58000000,en,59.824565,352194034,6.6
696,60000000,en,18.345613,149705852,6.1
697,60000000,en,56.488027,264118201,7.8
698,70000000,en,29.464852,218613188,6.8
699,60000000,en,18.106021,164433867,5.6
700,61000000,en,42.881415,131940411,6.6
701,60000000,en,18.735024,93375151,5.0
702,60000000,en,62.766854,176070171,6.6
703,60000000,en,24.153567,93354918,5.9
704,60000000,en,41.515702,171757863,6.0
705,70000000,en,26.676487,171844840,5.3
706,60000000,en,16.278022,157920733,5.9
707,60000000,en,18.831023,129181830,5.7
708,61000000,en,113.161483,311256926,6.4
709,60000000,en,28.800112,204594016,5.8
710,60000000,en,19.705489,0,6.5
711,58000000,en,41.430245,71664962,6.6
712,55000000,en,23.127561,100230832,6.8
713,60000000,en,12.867352,186883563,6.7
714,65000000,en,44.815022,217764291,7.0
715,60000000,en,37.537093,165333180,5.3
716,60000000,en,10.99991,74541707,6.2
717,60000000,en,56.868399,218340595,6.3
718,60000000,en,22.991269,73648228,5.6
719,60000000,en,15.798622,0,6.7
720,60000000,en,38.820858,137551594,6.2
721,0,en,10.292864,0,4.3
722,60000000,en,51.146047,124596398,7.3
723,60000000,en,20.501582,163403799,4.9
724,70000000,en,45.299089,130293714,7.3
725,50000000,en,4.280619,61112916,4.5
726,60000000,en,28.848842,170268750,5.6
727,60000000,en,22.501041,129832389,5.5
728,66000000,en,47.479755,99318987,6.5
729,70000000,en,10.147321,56702901,6.1
730,60000000,en,39.539045,107139399,6.7
731,60000000,en,19.747459,159330280,6.1
732,60000000,en,29.018826,96269812,5.9
733,60000000,en,4.801849,0,5.9
734,60000000,en,16.493576,50877145,5.8
735,0,en,21.549232,0,5.3
736,60000000,en,13.080725,104324083,5.6
737,60000000,en,42.538258,50549107,5.9
738,60000000,en,29.876507,101134059,6.4
739,60000000,en,61.849521,205754447,5.8
740,70000000,en,37.44963,162000000,5.9
741,61000000,en,37.378081,95696996,6.9
742,60000000,en,30.656345,108255770,6.6
743,75000000,en,15.142701,46683377,6.3
744,60000000,en,59.547928,469160692,7.5
745,0,en,19.998581,0,5.3
746,60000000,en,27.615108,43061982,6.0
747,60000000,en,29.041198,105200903,6.2
748,60000000,en,25.293538,62357900,4.6
749,60000000,en,23.85119,122233971,7.0
750,60000000,en,21.685719,87784194,6.7
751,78146652,en,13.630049,60000000,5.7
752,65000000,en,6.80692,36850101,5.1
753,60000000,en,15.352807,77920346,5.8
754,70000000,en,23.661071,104945765,5.6
755,60000000,en,21.605533,67312826,6.1
756,60000000,en,22.620125,119940815,5.8
757,0,en,18.587114,0,6.6
758,80000000,en,24.657931,74901339,6.2
759,60000000,en,12.621769,33956608,5.8
760,60000000,en,21.08952,55003135,5.7
761,60000000,en,18.380176,73174566,5.9
762,60000000,en,18.877795,0,6.0
763,60000000,en,17.299333,31720158,6.6
764,80000000,en,16.848899,39459427,6.3
765,60000000,en,21.547446,47383689,7.4
766,0,en,16.930969,141702264,5.1
767,60000000,en,36.689223,71073932,4.7
768,60000000,en,28.350927,78309131,5.4
769,60000000,en,18.815442,26288320,6.6
770,60000000,en,29.787135,26673242,6.5
771,60000000,en,8.927137,52322400,6.1
772,50000000,en,15.213484,49111202,5.7
773,60000000,en,13.155999,17800000,6.3
774,72000000,en,15.433244,27642707,7.0
775,90000000,en,5.762037,14828081,4.9
776,60000000,en,22.736038,30800231,6.0
777,60000000,en,45.514031,90565421,6.2
778,60000000,en,18.676291,50650079,5.0
779,30000000,en,14.376463,25473093,5.3
780,80000000,en,14.298297,0,5.7
781,60000000,en,27.018886,57490374,6.0
782,60000000,en,14.84856,39031337,4.7
783,60000000,en,52.417529,30418560,5.4
784,60000000,en,15.406173,0,4.1
785,35000000,en,6.523472,0,6.7
786,68490000,zh,4.72629,193677158,6.0
787,80000000,en,8.923215,10166502,6.8
788,58000000,en,514.569956,783112979,7.4
789,60000000,en,9.265672,0,4.9
790,58800000,en,87.53437,542307423,7.4
791,58000000,en,45.351617,158162788,6.2
792,58000000,en,13.43573,102854431,6.5
793,83000000,en,6.248309,59468275,4.4
794,63000000,en,31.294717,189015611,5.7
795,58000000,en,7.739276,41299492,5.7
796,60000000,en,19.694695,0,4.9
797,58000000,en,14.403696,85280250,5.1
798,58000000,en,1.551497,44000000,6.1
799,60000000,en,2.143764,300228084,5.8
800,58000000,en,12.29603,50365377,5.9
801,57000000,en,33.8473,152944660,7.2
802,70000000,en,21.723897,58058367,5.5
803,57000000,en,31.791979,115267375,6.4
804,60000000,en,14.113066,61347797,6.0
805,57000000,en,48.622278,149217355,4.7
806,57000000,en,9.061866,62112895,5.5
807,56000000,en,35.4763,113006880,5.8
808,56000000,en,23.438398,57223890,6.0
809,55000000,en,138.133331,677945399,8.2
810,60000000,en,47.336034,361366633,5.5
811,55000000,en,29.97224,330444045,6.6
812,55000000,en,47.845589,346079773,6.7
813,55000000,en,48.507081,300218018,6.9
814,54000000,en,20.28119,128769345,5.4
815,70000000,en,34.576913,368100420,6.4
816,55000000,en,22.573237,0,5.4
817,55000000,en,36.194802,231449203,6.0
818,55000000,en,52.786917,95000000,7.6
819,55000000,en,38.06168,152263880,5.9
820,50000000,en,19.830132,287928194,6.0
821,55000000,en,79.922059,192330738,7.1
822,55000000,en,19.738215,154906693,5.6
823,53000000,en,20.334629,157387195,7.0
824,55000000,en,80.581367,307077295,7.7
825,55000000,en,32.05145,223387299,6.1
826,55000000,en,15.064058,214015089,5.9
827,55000000,en,21.272734,198685114,6.4
828,30000000,en,79.754966,180949000,7.7
829,55000000,en,13.191829,0,6.0
830,30000000,en,50.622607,152159461,7.6
831,55000000,en,22.787667,63408614,6.1
832,55000000,en,29.498304,149022650,6.3
833,55000000,en,25.400935,56932305,6.2
834,55000000,en,17.231675,121969216,5.8
835,55000000,en,32.835777,187361754,5.7
836,55000000,en,17.097041,127906624,6.3
837,55000000,en,14.414937,110000000,5.7
838,50000000,en,45.856409,159773545,6.2
839,55000000,en,7.027139,141047179,5.9
840,55000000,en,32.657488,41610884,6.7
841,50000000,en,12.46525,75000000,6.4
842,55000000,en,39.882276,259207227,7.0
843,68000000,en,39.395881,68267862,5.3
844,55000000,en,8.634954,34234008,6.0
845,80000000,en,7.386394,0,6.2
846,55000000,en,8.802525,33828318,5.1
847,0,en,10.449975,33472850,5.4
848,60000000,en,23.700759,118338361,6.4
849,55000000,en,27.50916,113020255,7.3
850,50000000,en,20.58862,60209334,5.3
851,55000000,en,4.366488,18626419,5.7
852,70000000,en,18.927463,154648887,7.0
853,55000000,en,15.274137,74237563,6.6
854,62000000,en,29.954302,52304001,5.4
855,56000000,en,4.362535,12923936,6.1
856,55000000,en,4.700024,11466088,5.2
857,55000000,en,12.340384,0,5.7
858,50000000,en,14.808304,80383290,6.2
859,57000000,en,9.27875,28283637,4.2
860,55000000,en,22.863516,89519773,6.9
861,47000000,fr,23.05451,0,7.1
862,2000000,en,23.962109,9250000,7.3
863,55000000,en,12.669778,6416302,5.3
864,54000000,en,67.169587,155010032,6.2
865,55000000,en,41.472404,168167691,7.5
866,55000000,en,22.503935,9489829,5.2
867,54000000,en,59.194915,136766062,7.1
868,57000000,en,22.894898,52034889,6.1
869,54000000,en,18.600367,130431368,5.4
870,54000000,en,30.515175,190458706,6.5
871,54000000,en,9.053456,7266209,3.5
872,55000000,en,7.768223,9450897,5.7
873,46000000,en,19.643365,107196498,5.5
874,53000000,en,45.565918,139804348,7.4
875,52500000,en,57.374341,179213434,7.4
876,75000000,en,8.41856,54249294,5.4
877,53000000,en,46.049902,98837872,6.3
878,90000000,en,23.9366,65900249,6.7
879,53000000,en,49.593978,126690726,7.2
880,67000000,en,16.637642,25037897,6.8
881,0,en,1.453765,0,5.9
882,0,en,6.162872,5761917,5.4
883,52000000,en,73.944049,352114312,7.7
884,40000000,en,38.306954,132820716,6.7
885,52000000,en,26.251217,204999686,5.6
886,52000000,en,30.780599,609841637,6.4
887,52000000,en,25.41929,216485654,5.7
888,50000000,en,15.98212,110803676,5.1
889,52000000,en,40.072583,98126565,7.2
890,52000000,en,32.015477,75450437,5.9
891,82000000,en,24.444186,47434430,6.9
892,52000000,en,40.06688,116112375,7.8
893,52000000,en,27.916284,52826594,6.1
894,52000000,en,15.20707,0,5.1
895,51000000,en,39.001682,149270999,6.1
896,51000000,en,10.430832,72779000,5.3
897,0,en,5.952527,47231070,5.1
898,50000000,en,94.815867,709827462,5.6
899,60000000,en,67.298732,484409218,7.3
900,50200000,en,26.60772,127869379,6.5
901,48000000,en,28.803729,390493908,6.6
902,50000000,en,27.039636,273552592,6.7
903,50000000,en,68.87691,549368315,6.3
904,50000000,en,37.885022,314178011,7.2
905,50000000,en,35.537397,202292902,7.0
906,50000000,en,38.125008,173649015,6.0
907,50000000,en,18.121404,171269535,5.6
908,50000000,en,37.069253,260095987,6.6
909,52000000,en,30.347332,256271286,7.1
910,50000000,en,23.854701,177371441,6.3
911,50000000,en,52.380982,188441614,7.0
912,60000000,en,50.163785,223664608,7.2
913,70000000,en,43.849351,225990978,6.4
914,50000000,en,45.318703,216972543,6.2
915,0,en,16.368283,0,6.9
916,50000000,en,38.616744,242786137,5.8
917,50000000,en,65.90161,212902372,5.6
918,45000000,en,45.220386,184376254,7.3
919,90000000,en,17.457947,161626121,6.7
920,50000000,en,10.755847,152022101,5.0
921,50000000,en,38.629763,120081841,6.5
922,50000000,en,32.693093,155446362,5.9
923,50000000,en,18.806031,88715192,5.5
924,50000000,en,32.233713,161451538,5.4
925,50000000,en,37.990705,142851197,7.0
926,50000000,en,17.667826,200804534,5.2
927,60000000,en,9.225166,0,5.2
928,50000000,en,46.180421,110206216,7.0
929,50000000,en,30.397496,189859560,6.3
930,50000000,en,83.295796,222809600,6.8
931,50000000,en,23.935053,106303988,5.5
932,54000000,en,84.630969,132511035,7.7
933,50000000,en,16.251204,88323487,6.0
934,50000000,en,9.894346,69834815,6.2
935,50000000,en,12.050755,66002004,5.1
936,50000000,en,11.596207,100020092,6.0
937,50000000,en,53.02787,224803475,5.7
938,50000000,en,14.382253,119137784,6.3
939,50000000,en,43.450266,144492830,5.9
940,50000000,en,16.871194,94000000,6.3
941,50000000,en,42.526529,69411370,7.0
942,50000000,en,34.890999,97437106,7.3
943,45000000,en,18.186026,82800000,5.6
944,50000000,en,13.576765,50068310,6.4
945,50000000,en,19.434672,48169156,6.0
946,50000000,en,62.925175,109423648,7.5
947,50000000,en,32.927994,97607453,6.3
948,0,en,14.837288,0,6.1
949,50000000,en,39.920035,234989584,6.1
950,50000000,en,28.725621,44547681,6.8
951,50000000,en,20.566554,160602194,5.8
952,50000000,en,20.333953,119208989,5.5
953,50000000,en,33.98637,41482207,6.2
954,50000000,en,42.472324,83719388,7.2
955,50000000,en,15.931084,0,5.8
956,45000000,en,29.880122,129394835,6.1
957,50000000,en,28.803802,40203020,6.1
958,50000000,en,14.993459,55495563,6.1
959,50000000,en,9.114168,49000000,4.5
960,50000000,en,12.31101,69425966,4.4
961,40000000,en,41.362082,144056873,6.3
962,50000000,en,13.298205,49718611,5.9
963,40000000,en,19.085403,60462347,6.2
964,50000000,en,9.622345,0,6.3
965,50000000,en,11.106006,113309743,4.4
966,50000000,en,12.25622,83761844,5.0
967,50000000,en,13.365715,105197635,5.8
968,50000000,en,16.167093,56714147,6.0
969,50000000,en,23.073933,30303072,6.0
970,50000000,en,6.567065,82169884,6.0
971,50000000,en,6.22577,58900031,5.9
972,44000000,en,42.933027,63327201,6.0
973,50000000,en,19.226763,42792561,6.2
974,50000000,en,10.089065,26199517,6.1
975,50000000,en,13.391833,60161391,6.0
976,50000000,en,21.637234,42277365,5.6
977,70000000,en,61.245957,23159305,7.6
978,50000000,en,25.237969,34808403,7.1
979,50000000,en,21.589393,25035950,6.6
980,50000000,en,22.442241,38955598,7.3
981,40000000,en,6.004422,0,5.4
982,50000000,en,74.64653,71561644,6.3
983,51500000,en,35.481169,55112356,7.2
984,50000000,en,14.723467,44434439,5.8
985,60000000,fr,21.084542,66976317,6.2
986,49900000,en,21.408222,26121638,5.2
987,50000000,en,19.267479,38502340,5.8
988,50000000,en,3.314004,10541523,5.9
989,50000000,en,21.312186,16671505,5.8
990,50000000,en,7.44268,10382407,5.5
991,22000000,en,12.54949,24188922,6.5
992,50000000,en,18.394571,22944502,6.0
993,50000000,en,8.189406,9851610,5.2
994,50000000,en,27.631262,40828540,5.6
995,60000000,en,40.721373,60052138,5.6
996,55000000,en,11.329727,0,5.9
997,50000000,en,37.253774,55969000,4.7
998,50000000,en,6.397388,6808550,5.0
999,60000000,en,2.275331,0,5.4
1000,50000000,en,30.387148,28931401,5.3
1001,50000000,en,8.139676,12764201,3.9
1002,49000000,en,21.746245,72700000,5.7
1003,49000000,en,2.808428,20423389,6.2
1004,50000000,en,31.02233,36348784,7.2
1005,48000000,en,25.170217,207515725,6.9
1006,48000000,en,80.972475,474171806,7.6
1007,0,en,26.38704,68929150,6.5
1008,49000000,en,116.700319,104399548,6.6
1009,73000000,en,33.884459,151493655,6.5
1010,48000000,en,53.043124,196397415,6.5
1011,0,de,0.716764,0,4.3
1012,75000000,en,34.973086,108000000,6.6
1013,50000000,en,40.371098,3324330,6.1
1014,48000000,en,18.60049,85498534,6.0
1015,48000000,en,30.920075,50315140,7.1
1016,0,en,11.940711,0,6.0
1017,48000000,en,19.348007,90383208,5.6
1018,58000000,en,8.59075,25928721,6.6
1019,55000000,en,48.801089,70016220,6.9
1020,48000000,en,88.844777,325771424,6.1
1021,48000000,en,16.000178,77745568,6.5
1022,47000000,en,19.525659,102825796,5.7
1023,0,hi,1.246883,528972,6.6
1024,47000000,en,7.859226,103738726,5.9
1025,48000000,en,18.102572,124305181,6.6
1026,48000000,en,7.226115,35743308,6.5
1027,15000000,en,63.071046,125212904,7.2
1028,0,ru,24.132271,0,7.7
1029,47000000,en,10.410933,38085778,4.6
1030,47000000,en,6.067212,12379402,5.7
1031,38000000,en,15.401855,299288605,6.3
1032,0,en,10.698929,0,5.5
1033,46000000,en,41.322708,113714830,6.8
1034,46000000,en,25.6713,150000000,7.0
1035,47000000,en,22.581313,10539000,4.4
1036,46000000,en,12.971122,100860818,6.2
1037,45000000,en,26.721386,181000000,6.4
1038,25000000,en,24.672234,15436808,6.6
1039,46000000,en,0.146783,5200000,6.5
1040,46000000,en,28.964162,341631208,5.0
1041,45000000,en,49.353524,376141306,6.1
1042,48000000,en,36.585509,220673217,5.8
1043,45000000,en,32.624355,212000000,6.1
1044,45000000,en,53.090422,101702060,5.8
1045,40000000,en,30.002907,95149435,6.0
1046,45000000,en,17.923254,195268056,6.3
1047,45000000,en,17.746719,117615211,6.4
1048,45000000,en,31.305336,175372502,7.0
1049,45000000,en,19.637704,178051587,6.3
1050,43000000,en,10.411996,154749918,5.6
1051,46000000,en,88.496873,122126687,7.9
1052,45000000,en,52.081131,104876233,7.3
1053,45000000,en,30.816341,90683916,6.9
1054,45000000,en,35.376971,141220678,5.4
1055,45000000,en,17.047276,165184237,6.5
1056,45000000,en,43.815492,131183530,6.5
1057,30000000,en,23.234651,76669806,7.3
1058,45000000,en,17.270539,94935764,5.9
1059,45000000,en,27.684779,136885767,4.7
1060,45000000,en,26.79781,113916474,5.8
1061,40000000,en,37.073127,244931766,7.0
1062,120000000,en,87.350802,363258859,6.8
1063,35000000,en,26.134678,74558115,6.6
1064,45000000,en,16.582709,170362582,5.5
1065,45000000,en,10.731574,53854588,5.9
1066,0,en,2.094151,0,6.2
1067,45000000,en,8.99269,56070433,5.6
1068,50000000,en,51.742065,104478416,6.6
1069,0,en,7.157635,0,4.3
1070,45000000,en,12.06538,148412065,6.1
1071,40000000,en,44.120328,123494610,6.6
1072,45000000,en,6.156015,38399961,6.4
1073,45000000,en,12.362876,0,6.1
1074,45000000,en,11.095914,0,5.9
1075,45000000,en,31.856589,82966152,6.2
1076,25000000,en,24.459948,56422687,6.1
1077,40000000,en,28.029015,160583018,6.0
1078,50000000,en,20.239061,55181129,5.5
1079,40000000,en,25.876582,30925690,6.5
1080,0,en,11.872841,0,7.1
1081,35000000,en,20.360549,75225693,6.7
1082,55000000,en,32.31022,65664721,6.2
1083,70000000,en,27.568194,72108608,5.4
1084,45000000,en,6.250282,0,4.7
1085,45000000,en,11.120344,0,5.5
1086,45000000,en,13.707183,57881056,5.3
1087,35000000,en,12.495436,29400000,6.5
1088,45000000,en,6.803965,38058335,6.1
1089,45000000,en,9.025236,17300889,4.7
1090,57000000,en,7.524671,0,5.8
1091,44000000,en,3.770161,13681765,7.1
1092,45000000,en,21.118196,60222298,6.7
1093,45000000,en,6.513856,11203026,6.0
1094,45000000,en,11.387408,9323833,6.3
1095,110,zh,9.950505,0,6.6
1096,45000000,en,14.813057,42487390,5.0
1097,40000000,en,5.201688,8493890,6.3
1098,45000000,en,5.361699,4607608,6.4
1099,45000000,en,3.848893,2154540,4.0
1100,45000000,en,35.6585,160078586,6.0
1101,65000000,en,5.258726,73706,2.3
1102,44500000,en,62.01056,232324128,7.1
1103,44000000,en,54.884297,368875760,7.2
1104,40000000,en,33.747825,136000000,5.5
1105,44000000,en,16.245068,165615285,7.3
1106,44000000,en,38.653969,300400432,6.3
1107,44000000,en,3.937352,0,5.5
1108,2600000,en,46.007991,84300000,6.9
1109,44000000,en,5.380124,3484331,6.4
1110,50000000,en,49.020045,111340801,6.4
1111,40000000,en,24.821138,34227298,5.6
1112,43000000,en,19.043286,80049764,7.0
1113,43000000,en,5.418921,0,6.0
1114,45000000,en,25.999888,50871113,6.6
1115,43000000,en,18.65632,68696770,5.3
1116,42000000,en,23.736535,270248367,6.6
1117,44000000,en,21.75433,48190704,6.8
1118,40000000,en,44.094856,51070807,6.3
1119,42000000,en,62.714026,201585328,6.7
1120,42000000,en,28.969151,363889678,7.0
1121,45000000,en,31.789029,224834564,6.5
1122,42000000,en,33.238296,171963386,5.8
1123,40000000,en,6.420434,70100000,5.4
1124,43000000,en,37.654688,158674180,6.5
1125,31115000,en,13.244365,71000000,6.7
1126,0,en,26.799913,73100172,6.0
1127,42000000,en,14.046705,63781810,6.1
1128,42000000,en,3.844926,0,6.5
1129,32000000,en,14.733513,55157539,6.1
1130,42000000,en,16.122168,0,5.4
1131,32000000,en,28.22119,156167015,5.9
1132,42000000,en,45.151657,89162162,5.6
1133,60000000,en,15.205371,56359980,5.7
1134,48000000,en,14.587367,20915465,4.0
1135,42000000,en,34.828241,24127895,7.0
1136,31000000,zh,23.607392,177394432,7.2
1137,40000000,en,19.438503,36893721,5.3
1138,44000000,en,74.168016,12342632,6.1
1139,42000000,en,7.349497,11087569,6.3
1140,33000000,fr,7.663515,14000000,6.8
1141,41000000,en,32.798571,215000000,6.8
1142,0,fr,5.794466,0,5.3
1143,65000000,en,36.670399,117487473,6.6
1144,41000000,en,14.653718,0,5.3
1145,40000000,en,73.085576,672806292,7.7
1146,42000000,en,34.041407,46221189,6.2
1147,41000000,en,9.419726,7448385,5.6
1148,8000000,en,28.456572,90815558,6.9
1149,40000000,en,49.664128,251171807,6.8
1150,40000000,en,36.238968,317375031,6.7
1151,70000000,en,19.439386,177841558,6.2
1152,40000000,en,43.345252,332000000,7.4
1153,40000000,en,115.241998,126546825,6.3
1154,40000000,en,98.755657,571006128,5.2
1155,38000000,en,21.998734,197011982,4.7
1156,40000000,en,25.219805,152266007,7.0
1157,40000000,en,26.516624,190212113,6.0
1158,40000000,en,37.084384,149295601,7.4
1159,40000000,en,21.661028,107458785,6.7
1160,40000000,en,68.794673,320170008,7.0
1161,40000000,en,69.27822,224920315,7.1
1162,40000000,en,26.253357,177259441,6.2
1163,45000000,en,32.549282,178262620,5.3
1164,40000000,en,24.992057,161834276,5.7
1165,40000000,en,45.769562,244527583,7.1
1166,40000000,en,36.301202,111811453,5.9
1167,40000000,en,45.022964,215862692,7.1
1168,40000000,en,22.853006,129540499,6.6
1169,40000000,en,31.884559,95020213,6.8
1170,40000000,en,31.385257,128798265,7.0
1171,40000000,en,67.767785,169837010,5.4
1172,40000000,en,24.287306,120455994,6.7
1173,35000000,en,53.114573,194564672,7.1
1174,40000000,en,25.136082,124827316,6.1
1175,40000000,en,37.776566,75505856,7.1
1176,40000000,en,21.743321,124731534,7.2
1177,40000000,en,66.003433,158733820,7.2
1178,40000000,en,24.862767,151161491,6.2
1179,41000000,en,25.391899,91636986,6.5
1180,40000000,en,29.854773,141069860,5.7
1181,40000000,en,26.82041,205405498,7.5
1182,40000000,en,17.61292,138259062,5.4
1183,57000000,en,21.021809,147845033,5.8
1184,20000000,en,52.571674,136267476,6.1
1185,40000000,en,34.519636,196781193,6.2
1186,40000000,en,32.478077,186167139,5.4
1187,40000000,en,48.445978,165478348,7.2
1188,40000000,en,24.012986,91753202,6.0
1189,40000000,en,17.869443,90029656,5.9
1190,50000000,en,14.231899,170128460,5.9
1191,40000000,en,23.088571,54682547,6.2
1192,40000000,en,19.833664,87840042,5.0
1193,35000000,en,26.595983,75395048,7.3
1194,40000000,en,26.072228,85412898,7.0
1195,30000000,en,38.643914,130786397,6.5
1196,40000000,en,74.440708,109676311,8.0
1197,42000000,en,82.185281,107670357,6.1
1198,40000000,en,18.14218,74597643,5.7
1199,40000000,en,41.570047,120175290,7.3
1200,40000000,en,23.331459,191185897,6.2
1201,40000000,en,47.649554,126248813,6.0
1202,0,en,7.519433,0,5.8
1203,40000000,en,32.908414,92913171,6.4
1204,40000000,en,29.88736,114830111,6.5
1205,43000000,en,29.105407,91974818,6.4
1206,0,en,16.394452,51854875,6.5
1207,40000000,en,19.574774,84601681,6.0
1208,40000000,en,14.199933,67347013,6.8
1209,40000000,en,12.229516,45916769,6.7
1210,40000000,en,27.303608,141591324,5.8
1211,36000000,en,3.698276,74000000,6.8
1212,40000000,en,7.021871,0,5.8
1213,40000000,en,39.381913,41797066,4.9
1214,40000000,en,14.398356,0,5.4
1215,65000000,en,8.680334,0,5.7
1216,40000000,en,17.659032,145896422,6.2
1217,40000000,en,43.151268,97552050,6.5
1218,40000000,en,15.283444,41863726,5.4
1219,40000000,en,35.21926,97138686,6.1
1220,40000000,en,25.580272,96618699,6.1
1221,38000000,en,10.794175,34416893,6.7
1222,40000000,en,72.641296,126069509,5.3
1223,40000000,en,3.415534,36037909,5.0
1224,47000000,en,38.555482,157887643,5.9
1225,0,en,6.786117,0,5.3
1226,40000000,en,24.313684,55707411,7.0
1227,30000000,en,9.965073,50451307,5.9
1228,40000000,en,15.055732,0,5.5
1229,0,en,32.808675,0,5.8
1230,25000000,en,8.178203,48063435,5.4
1231,40000000,en,31.066874,55247881,6.9
1232,40000000,en,22.491388,58785180,6.1
1233,40000000,en,12.885985,46442528,6.3
1234,40000000,en,7.832337,30199105,5.6
1235,40000000,en,10.433667,31670620,6.7
1236,40000000,en,3.321949,0,4.9
1237,75000000,en,4.842626,29000000,5.0
1238,40000000,en,13.210898,49627779,4.6
1239,40000000,en,3.296933,27053815,5.2
1240,35000000,en,22.939557,0,6.4
1241,40000000,en,19.372805,65754228,6.4
1242,40000000,en,13.445697,62771059,5.4
1243,500000,en,17.002096,3000000,7.2
1244,40000000,en,4.516953,24332324,5.9
1245,40000000,en,33.785969,60965854,6.5
1246,40000000,en,16.059443,38172500,6.9
1247,40000000,en,3.476966,22433915,5.7
1248,0,en,5.778724,0,5.9
1249,40000000,en,7.360793,46546197,4.7
1250,0,en,3.621837,0,6.0
1251,45000000,en,14.513305,20350754,4.9
1252,40000000,en,22.364549,60474340,6.5
1253,40000000,en,6.90894,0,5.7
1254,63600000,en,4.494788,19412993,4.8
1255,42000000,en,47.559928,180274123,7.0
1256,55000000,en,2.410546,14375181,4.2
1257,40000000,en,41.258956,46471023,7.5
1258,40000000,en,8.980846,16872671,5.7
1259,40000000,en,7.222985,14358033,5.7
1260,10000000,fr,73.720244,173921954,7.8
1261,0,en,10.0403,0,5.5
1262,60000000,en,15.219263,13395939,5.6
1263,40000000,en,8.303696,24719215,6.6
1264,38000000,en,4.746085,28121100,5.9
1265,40000000,en,6.756886,18902015,3.2
1266,40000000,en,16.424807,28169671,5.5
1267,40000000,en,15.590001,19322135,5.9
1268,0,en,5.483671,0,6.3
1269,0,en,1.630541,0,5.2
1270,45000000,en,14.566664,10667893,4.2
1271,33000000,en,28.353517,20645327,6.5
1272,40000000,en,9.579975,0,6.1
1273,40000000,en,2.911819,10959475,5.0
1274,0,en,10.844882,0,4.8
1275,50000000,en,51.502884,32017803,7.0
1276,40000000,en,13.119133,22044277,6.0
1277,40000000,en,4.238482,0,5.4
1278,40000000,en,26.935458,13644292,5.5
1279,40000000,en,16.282962,23937870,5.1
1280,20000000,en,31.690456,117760134,6.6
1281,20000000,en,17.842246,7563728,6.2
1282,0,en,8.048305,0,6.6
1283,30000000,en,14.188982,0,7.1
1284,40000000,zh,6.884467,0,6.3
1285,25000000,en,8.212018,0,4.3
1286,39200000,ko,64.238688,86758912,6.7
1287,25000000,fr,17.375562,0,6.5
1288,0,en,6.7698,0,5.9
1289,15000000,en,44.690107,94000000,7.3
1290,40000000,te,16.254032,100000000,7.5
1291,39000000,en,37.492928,101229792,6.7
1292,0,en,18.678415,69485490,5.8
1293,39000000,en,27.908783,35287788,6.6
1294,39000000,en,45.388937,38869464,7.4
1295,39000000,en,2.817364,6614280,4.5
1296,39000000,en,22.164202,75850624,5.3
1297,40000000,en,21.362949,44907260,6.0
1298,80341000,zh,14.8375,127814609,7.1
1299,30000000,en,18.256028,180622424,6.0
1300,38000000,en,22.332927,205298907,6.4
1301,0,en,5.417787,0,5.5
1302,38000000,en,24.085144,119723358,5.3
1303,38000000,en,14.779041,120000000,6.4
1304,3860000,zh,19.947265,64076736,6.3
1305,38000000,en,16.801218,114156230,6.7
1306,40000000,zh,5.057695,0,6.8
1307,50000000,en,20.825781,73956241,7.2
1308,38000000,en,11.500783,51801187,6.2
1309,35000000,en,13.932203,0,5.7
1310,38000000,en,41.258487,107597242,5.0
1311,53000000,en,6.454634,29700000,5.6
1312,38000000,en,5.257009,0,5.5
1313,38000000,en,30.359164,58401898,6.3
1314,38000000,en,3.426555,17380126,5.7
1315,57000000,en,11.60815,16991902,6.0
1316,10000000,en,18.664624,47536959,6.9
1317,38000000,en,10.047579,10300000,6.3
1318,15000000,en,52.731379,19629760,7.8
1319,38000000,en,46.630062,98337295,6.2
1320,37000000,en,4.131546,6482195,5.8
1321,0,en,5.641978,0,5.4
1322,55000000,en,23.465539,17869048,6.2
1323,32000000,en,25.682509,28258060,7.0
1324,38000000,en,6.760922,5410749,4.3
1325,40000000,en,3.87823,9793496,7.1
